"id,value,"
"Product_Title.Lipton Gre.two_Purchased_Title,"
"Product_Title.Lipton Gre.two_Purchased_Title.Hood Ultra,1"
"Product_Title.Lipton Gre.three_Purchased_Title,"
"Product_Title.Lipton Gre.three_Purchased_Title.Lime, One ,1"
"Product_Title.Dove Advan,"
"Product_Title.Dove Advan.one_Purchased_Title,"
"Product_Title.Dove Advan.one_Purchased_Title.Red: A Cra,1"
"Product_Title.Dove Advan.two_Purchased_Title,"
"Product_Title.Dove Advan.two_Purchased_Title.Jacob's Ne,1"
"Product_Title.Dove Advan.three_Purchased_Title,"
"Product_Title.Dove Advan.three_Purchased_Title.nan,1"
"Product_Title.Dove Gift ,"
"Product_Title.Dove Gift .one_Purchased_Title,"
"Product_Title.Dove Gift .one_Purchased_Title.Teach My T,1"
"Product_Title.Dove Gift .two_Purchased_Title,"
"Product_Title.Dove Gift .two_Purchased_Title.Closet Com,1"
"Product_Title.Dove Gift .three_Purchased_Title,"
"Product_Title.Dove Gift .three_Purchased_Title.nan,1"
"Product_Title.Knorr Cube,"
"Product_Title.Knorr Cube.one_Purchased_Title,"
"Product_Title.Knorr Cube.one_Purchased_Title.McCormick ,1"
"Product_Title.Knorr Cube.two_Purchased_Title,"
"Product_Title.Knorr Cube.two_Purchased_Title.McCormick ,1"
"Product_Title.Knorr Cube.three_Purchased_Title,"
"Product_Title.Knorr Cube.three_Purchased_Title.Knorr Chic,1"
"Product_Title.Knorr Grav,"
"Product_Title.Knorr Grav.one_Purchased_Title,"
"Product_Title.Knorr Grav.one_Purchased_Title.Lactaid, L,1"
"Product_Title.Knorr Grav.two_Purchased_Title,"
"Product_Title.Knorr Grav.two_Purchased_Title.Organic Gr,1"
"Product_Title.Knorr Grav.three_Purchased_Title,"
"Product_Title.Knorr Grav.three_Purchased_Title.Organic Na,1"
"Product_Title.TRESemmé T,"
"Product_Title.TRESemmé T.one_Purchased_Title,"
"Product_Title.TRESemmé .one_Purchased_Title.DEWALT DW4,1"
"Product_Title.TRESemmé T.two_Purchased_Title,"
"Product_Title.TRESemmé .two_Purchased_Title.Twinlab DM,1"
"Product_Title.TRESemmé T.three_Purchased_Title,"
"Product_Title.TRESemmé .three_Purchased_Title.Muscle Mil,1"
"Product_Title.Degree Dry,"
"Product_Title.Degree Dry.one_Purchased_Title,"
"Product_Title.Degree Dry.one_Purchased_Title.Degree Men,1"
"Product_Title.Degree Dry.two_Purchased_Title,"
"Product_Title.Degree Dry.two_Purchased_Title.Bayer Sere,1"
"Product_Title.Degree Dry.three_Purchased_Title,"
"Product_Title.Degree Dry.three_Purchased_Title.Maybelline,1"
"Product_Title.Knorr Rice,"
"Product_Title.Knorr Rice.one_Purchased_Title,"
"Product_Title.Knorr Rice.one_Purchased_Title.Nature's P,1"
"Product_Title.Knorr Rice.two_Purchased_Title,"
"Product_Title.Knorr Rice.two_Purchased_Title.Lindt LIND,1"
"Product_Title.Knorr Rice.three_Purchased_Title,"
"Product_Title.Knorr Rice.three_Purchased_Title.Burt's Bee,1"
"Product_Title.TRESemmé E,"
"Product_Title.TRESemmé E.one_Purchased_Title,"
"Product_Title.TRESemmé .one_Purchased_Title.TRESemmé ,1"
"Product_Title.TRESemmé E.two_Purchased_Title,"
"Product_Title.TRESemmé .two_Purchased_Title.nan,1"
"Product_Title.TRESemmé E.three_Purchased_Title,"
"Product_Title.TRESemmé .three_Purchased_Title.nan,1"
"Product_Title.Knorr Sele,"
"Product_Title.Knorr Sele.one_Purchased_Title,"
"Product_Title.Knorr Sele.one_Purchased_Title.TheraBreat,1"
"Product_Title.Knorr Sele.two_Purchased_Title,"
"Product_Title.Knorr Sele.two_Purchased_Title.TheraBreat,1"
"Product_Title.Knorr Sele.three_Purchased_Title,"
"Product_Title.Knorr Sele.three_Purchased_Title.Knorr Sele,1"
"Product_Title.Q-tips Cot,"
"Product_Title.Q-tips Cot.one_Purchased_Title,"
"Product_Title.Q-tips Cot.one_Purchased_Title.Afrin No D,1"
"Product_Title.Q-tips Cot.two_Purchased_Title,"
"Product_Title.Q-tips Cot.two_Purchased_Title.Maybelline,1"
"Product_Title.Q-tips Cot.three_Purchased_Title,"
"Product_Title.Q-tips Cot.three_Purchased_Title.e.l.f. Por,1"
"Product_Title.Lipton Tea,"
"Product_Title.Lipton Tea.one_Purchased_Title,"
"Product_Title.Lipton Tea.one_Purchased_Title.NATURE'S S,1"
"Product_Title.Lipton Tea.two_Purchased_Title,"
"Product_Title.Lipton Tea.two_Purchased_Title.Vital Choi,1"
"Product_Title.Lipton Tea.three_Purchased_Title,"
"Product_Title.Lipton Tea.three_Purchased_Title.Ester-C Vi,1"
"Product_Title.Suave Prof,"
"Product_Title.Suave Prof.one_Purchased_Title,"
"Product_Title.Suave Prof.one_Purchased_Title.Dial Antib,1"
"Product_Title.Suave Prof.two_Purchased_Title,"
"Product_Title.Suave Prof.two_Purchased_Title.Luvs Ultra,1"
"Product_Title.Suave Prof.three_Purchased_Title,"
"Product_Title.Suave Prof.three_Purchased_Title.Carnation ,1"
"Product_Title.Lipton Fam,"
"Product_Title.Lipton Fam.one_Purchased_Title,"
"Product_Title.Lipton Fam.one_Purchased_Title.Lipton Gal,1"
"Product_Title.Lipton Fam.two_Purchased_Title,"
"Product_Title.Lipton Fam.two_Purchased_Title.Mr. Coffee,1"
"Product_Title.Lipton Fam.three_Purchased_Title,"
"Product_Title.Lipton Fam.three_Purchased_Title.Community ,1"
"Product_Title.Dove Purel,"
"Product_Title.Dove Purel.one_Purchased_Title,"
"Product_Title.Dove Purel.one_Purchased_Title.Neutrogena,1"
"Product_Title.Dove Purel.two_Purchased_Title,"
"Product_Title.Dove Purel.two_Purchased_Title.TONYMOLY I,1"
"Product_Title.Dove Purel.three_Purchased_Title,"
"Product_Title.Dove Purel.three_Purchased_Title.nan,1"
"Product_Title.Hellmann's,"
"Product_Title.Hellmann's.one_Purchased_Title,"
"Product_Title.Hellmann's.one_Purchased_Title.Neutrogena,1"
"Product_Title.Hellmann's.two_Purchased_Title,"
"Product_Title.Hellmann's.two_Purchased_Title.Crock-Pot ,1"
"Product_Title.Hellmann's.three_Purchased_Title,"
"Product_Title.Hellmann's.three_Purchased_Title.e.l.f. Mat,1"
"Product_Title.Tresemme B,"
"Product_Title.Tresemme B.one_Purchased_Title,"
"Product_Title.Tresemme B.one_Purchased_Title.Softsoap L,1"
"Product_Title.Tresemme B.two_Purchased_Title,"
"Product_Title.Tresemme B.two_Purchased_Title.Glad Zippe,1"
"Product_Title.Tresemme B.three_Purchased_Title,"
"Product_Title.Tresemme B.three_Purchased_Title.Finish Jet,1"
"Product_Title.Lipton Tea,"
"Product_Title.Lipton Tea.one_Purchased_Title,"
"Product_Title.Lipton Tea.one_Purchased_Title.Sign Langu,1"
"Product_Title.Lipton Tea.two_Purchased_Title,"
"Product_Title.Lipton Tea.two_Purchased_Title.Random Hou,1"
"Product_Title.Lipton Tea.three_Purchased_Title,"
"Product_Title.Lipton Tea.three_Purchased_Title.Gallaudet ,1"
"Product_Title.TRESemmé E,"
"Product_Title.TRESemmé E.one_Purchased_Title,"
"Product_Title.TRESemmé .one_Purchased_Title.Organic Va,1"
"Product_Title.TRESemmé E.two_Purchased_Title,"
"Product_Title.TRESemmé .two_Purchased_Title.3M 06064 P,1"
"Product_Title.TRESemmé E.three_Purchased_Title,"
"Product_Title.TRESemmé .three_Purchased_Title.Organic Le,1"
"Product_Title.AXE Anti-D,"
"Product_Title.AXE Anti-D.one_Purchased_Title,"
"Product_Title.AXE Anti-D.one_Purchased_Title.Muir Glen ,1"
"Product_Title.AXE Anti-D.two_Purchased_Title,"
"Product_Title.AXE Anti-D.two_Purchased_Title.Glad Cling,1"
"Product_Title.AXE Anti-D.three_Purchased_Title,"
"Product_Title.AXE Anti-D.three_Purchased_Title.Secret Cli,1"
"Product_Title.Knorr Past,"
"Product_Title.Knorr Past.one_Purchased_Title,"
"Product_Title.Knorr Past.one_Purchased_Title.Head and S,1"
"Product_Title.Knorr Past.two_Purchased_Title,"
"Product_Title.Knorr Past.two_Purchased_Title.Knorr Asia,1"
"Product_Title.Knorr Past.three_Purchased_Title,"
"Product_Title.Knorr Past.three_Purchased_Title.Knorr Past,1"
"Product_Title.Caress Exf,"
"Product_Title.Caress Exf.one_Purchased_Title,"
"Product_Title.Caress Exf.one_Purchased_Title.Pepsi Zero,1"
"Product_Title.Caress Exf.two_Purchased_Title,"
"Product_Title.Caress Exf.two_Purchased_Title.Nature Mad,1"
"Product_Title.Caress Exf.three_Purchased_Title,"
"Product_Title.Caress Exf.three_Purchased_Title.Mott's Med,1"
"Product_Title.Dove Men+C,"
"Product_Title.Dove Men+C.one_Purchased_Title,"
"Product_Title.Dove Men+C.one_Purchased_Title.Dole Fruit,1"
"Product_Title.Dove Men+C.two_Purchased_Title,"
"Product_Title.Dove Men+C.two_Purchased_Title.Aussie Moi,1"
"Product_Title.Dove Men+C.three_Purchased_Title,"
"Product_Title.Dove Men+C.three_Purchased_Title.IZZE Spark,1"
"Product_Title.Nexxus Max,"
"Product_Title.Nexxus Max.one_Purchased_Title,"
"Product_Title.Nexxus Max.one_Purchased_Title.Repel 100 ,1"
"Product_Title.Nexxus Max.two_Purchased_Title,"
"Product_Title.Nexxus Max.two_Purchased_Title.nan,1"
"Product_Title.Nexxus Max.three_Purchased_Title,"
"Product_Title.Nexxus Max.three_Purchased_Title.nan,1"
"Product_Title.AXE Body S,"
"Product_Title.AXE Body S.one_Purchased_Title,"
"Product_Title.AXE Body S.one_Purchased_Title.Panasonic ,1"
"Product_Title.AXE Body S.two_Purchased_Title,"
"Product_Title.AXE Body S.two_Purchased_Title.Purina Ben,1"
"Product_Title.AXE Body S.three_Purchased_Title,"
"Product_Title.AXE Body S.three_Purchased_Title.Ralph Laur,1"
"Product_Title.Dove go fr,"
"Product_Title.Dove go fr.one_Purchased_Title,"
"Product_Title.Dove go fr.one_Purchased_Title.A Short Gu,1"
"Product_Title.Dove go fr.two_Purchased_Title,"
"Product_Title.Dove go fr.two_Purchased_Title.Jason Sea ,1"
"Product_Title.Dove go fr.three_Purchased_Title,"
"Product_Title.Dove go fr.three_Purchased_Title.Purina Fri,1"
"Product_Title.Pond's Moi,"
"Product_Title.Pond's Moi.one_Purchased_Title,"
"Product_Title.Pond's Moi.one_Purchased_Title.Bayer Adva,1"
"Product_Title.Pond's Moi.two_Purchased_Title,"
"Product_Title.Pond's Moi.two_Purchased_Title.Emeril's B,1"
"Product_Title.Pond's Moi.three_Purchased_Title,"
"Product_Title.Pond's Moi.three_Purchased_Title.nan,1"
"Product_Title.Nexxus Hum,"
"Product_Title.Nexxus Hum.one_Purchased_Title,"
"Product_Title.Nexxus Hum.one_Purchased_Title.Arm & Hamm,1"
"Product_Title.Nexxus Hum.two_Purchased_Title,"
"Product_Title.Nexxus Hum.two_Purchased_Title.Suave Prof,1"
"Product_Title.Nexxus Hum.three_Purchased_Title,"
"Product_Title.Nexxus Hum.three_Purchased_Title.Nexxus Dia,1"
"Product_Title.Sir Kensin,"
"Product_Title.Sir Kensin.one_Purchased_Title,"
"Product_Title.Sir Kensin.one_Purchased_Title.Jeremiah's,1"
"Product_Title.Sir Kensin.two_Purchased_Title,"
"Product_Title.Sir Kensin.two_Purchased_Title.Disney Fro,1"
"Product_Title.Sir Kensin.three_Purchased_Title,"
"Product_Title.Sir Kensin.three_Purchased_Title.Plum Organ,1"
"Product_Title.Knorr Grav,"
"Product_Title.Knorr Grav.one_Purchased_Title,"
"Product_Title.Knorr Grav.one_Purchased_Title.Knorr Entr,1"
"Product_Title.Knorr Grav.two_Purchased_Title,"
"Product_Title.Knorr Grav.two_Purchased_Title.St. Ives  ,1"
"Product_Title.Knorr Grav.three_Purchased_Title,"
"Product_Title.Knorr Grav.three_Purchased_Title.Panda Sauc,1"
"Product_Title.AXE Body W,"
"Product_Title.AXE Body W.one_Purchased_Title,"
"Product_Title.AXE Body W.one_Purchased_Title.Starbucks ,1"
"Product_Title.AXE Body W.two_Purchased_Title,"
"Product_Title.AXE Body W.two_Purchased_Title.San Franci,1"
"Product_Title.AXE Body W.three_Purchased_Title,"
"Product_Title.AXE Body W.three_Purchased_Title.nan,1"
"Product_Title.Lipton Bla,"
"Product_Title.Lipton Bla.one_Purchased_Title,"
"Product_Title.Lipton Bla.one_Purchased_Title.Charmin Ul,1"
"Product_Title.Lipton Bla.two_Purchased_Title,"
"Product_Title.Lipton Bla.two_Purchased_Title.nan,1"
"Product_Title.Lipton Bla.three_Purchased_Title,"
"Product_Title.Lipton Bla.three_Purchased_Title.nan,1"
"Product_Title.Seventh Ge,"
"Product_Title.Seventh Ge.one_Purchased_Title,"
"Product_Title.Seventh Ge.one_Purchased_Title.If You Car,1"
"Product_Title.Seventh Ge.two_Purchased_Title,"
"Product_Title.Seventh Ge.two_Purchased_Title.Seventh Ge,1"
"Product_Title.Seventh Ge.three_Purchased_Title,"
"Product_Title.Seventh Ge.three_Purchased_Title.nan,1"
"Product_Title.Knorr Rice,"
"Product_Title.Knorr Rice.one_Purchased_Title,"
"Product_Title.Knorr Rice.one_Purchased_Title.Nature's O,1"
"Product_Title.Knorr Rice.two_Purchased_Title,"
"Product_Title.Knorr Rice.two_Purchased_Title.Roma Tomat,1"
"Product_Title.Knorr Rice.three_Purchased_Title,"
"Product_Title.Knorr Rice.three_Purchased_Title.Strawberri,1"
"Product_Title.Lipton Gre,"
"Product_Title.Lipton Gre.one_Purchased_Title,"
"Product_Title.Lipton Gre.one_Purchased_Title.MaraNatha ,1"
"Product_Title.Lipton Gre.two_Purchased_Title,"
"Product_Title.Lipton Gre.two_Purchased_Title.Energizer ,1"
"Product_Title.Lipton Gre.three_Purchased_Title,"
"Product_Title.Lipton Gre.three_Purchased_Title.nan,1"
"Product_Title.Degree Mot,"
"Product_Title.Degree Mot.one_Purchased_Title,"
"Product_Title.Degree Mot.one_Purchased_Title.Advion Coc,1"
"Product_Title.Degree Mot.two_Purchased_Title,"
"Product_Title.Degree Mot.two_Purchased_Title.TIGI Catwa,1"
"Product_Title.Degree Mot.three_Purchased_Title,"
"Product_Title.Degree Mot.three_Purchased_Title.Tigi Catwa,1"
"Product_Title.Degree Men,"
"Product_Title.Degree Men.one_Purchased_Title,"
"Product_Title.Degree Men.one_Purchased_Title.OFF! (4650,1"
"Product_Title.Degree Men.two_Purchased_Title,"
"Product_Title.Degree Men.two_Purchased_Title.Nexium 24H,1"
"Product_Title.Degree Men.three_Purchased_Title,"
"Product_Title.Degree Men.three_Purchased_Title.nan,1"
"Product_Title.Knorr Rice,"
"Product_Title.Knorr Rice.one_Purchased_Title,"
"Product_Title.Knorr Rice.one_Purchased_Title.Sliced Whi,1"
"Product_Title.Knorr Rice.two_Purchased_Title,"
"Product_Title.Knorr Rice.two_Purchased_Title.Red Bell P,1"
"Product_Title.Knorr Rice.three_Purchased_Title,"
"Product_Title.Knorr Rice.three_Purchased_Title.Pasta Roni,1"
"Product_Title.Simple Kin,"
"Product_Title.Simple Kin.one_Purchased_Title,"
"Product_Title.Simple Kin.one_Purchased_Title.The Hope C,1"
"Product_Title.Simple Kin.two_Purchased_Title,"
"Product_Title.Simple Kin.two_Purchased_Title.The Recipe,1"
"Product_Title.Simple Kin.three_Purchased_Title,"
"Product_Title.Simple Kin.three_Purchased_Title.nan,1"
"Product_Title.TRESemmé B,"
"Product_Title.TRESemmé B.one_Purchased_Title,"
"Product_Title.TRESemmé .one_Purchased_Title.Cantu Shea,1"
"Product_Title.TRESemmé B.two_Purchased_Title,"
"Product_Title.TRESemmé .two_Purchased_Title.Cantu Sulf,1"
"Product_Title.TRESemmé B.three_Purchased_Title,"
"Product_Title.TRESemmé .three_Purchased_Title.Cantu Arga,1"
"Product_Title.Knorr Past,"
"Product_Title.Knorr Past.one_Purchased_Title,"
"Product_Title.Knorr Past.one_Purchased_Title.Swiffer 18,1"
"Product_Title.Knorr Past.two_Purchased_Title,"
"Product_Title.Knorr Past.two_Purchased_Title.Swiffer We,1"
"Product_Title.Knorr Past.three_Purchased_Title,"
"Product_Title.Knorr Past.three_Purchased_Title.Liberty Gl,1"
"Product_Title.Knorr Mini,"
"Product_Title.Knorr Mini.one_Purchased_Title,"
"Product_Title.Knorr Mini.one_Purchased_Title.Frontier C,1"
"Product_Title.Knorr Mini.two_Purchased_Title,"
"Product_Title.Knorr Mini.two_Purchased_Title.Duncan Hin,1"
"Product_Title.Knorr Mini.three_Purchased_Title,"
"Product_Title.Knorr Mini.three_Purchased_Title.nan,1"
"Product_Title.Knorr Sele,"
"Product_Title.Knorr Sele.one_Purchased_Title,"
"Product_Title.Knorr Sele.one_Purchased_Title.Devil's Po,1"
"Product_Title.Knorr Sele.two_Purchased_Title,"
"Product_Title.Knorr Sele.two_Purchased_Title.VetriScien,1"
"Product_Title.Knorr Sele.three_Purchased_Title,"
"Product_Title.Knorr Sele.three_Purchased_Title.Kraft Easy,1"
"Product_Title.AXE Body S,"
"Product_Title.AXE Body S.one_Purchased_Title,"
"Product_Title.AXE Body S.one_Purchased_Title.Glad Zippe,1"
"Product_Title.AXE Body S.two_Purchased_Title,"
"Product_Title.AXE Body S.two_Purchased_Title.Ruby Marsh,1"
"Product_Title.AXE Body S.three_Purchased_Title,"
"Product_Title.AXE Body S.three_Purchased_Title.Coca-Cola ,1"
"Product_Title.Knorr One ,"
"Product_Title.Knorr One .one_Purchased_Title,"
"Product_Title.Knorr One .one_Purchased_Title.Mission, 8,1"
"Product_Title.Knorr One .two_Purchased_Title,"
"Product_Title.Knorr One .two_Purchased_Title.Just BARE ,1"
"Product_Title.Knorr One .three_Purchased_Title,"
"Product_Title.Knorr One .three_Purchased_Title.Bananas, 1,1"
"Product_Title.Seventh Ge,"
"Product_Title.Seventh Ge.one_Purchased_Title,"
"Product_Title.Seventh Ge.one_Purchased_Title.Seventh Ge,1"
"Product_Title.Seventh Ge.two_Purchased_Title,"
"Product_Title.Seventh Ge.two_Purchased_Title.Seventh Ge,1"
"Product_Title.Seventh Ge.three_Purchased_Title,"
"Product_Title.Seventh Ge.three_Purchased_Title.Winter of ,1"
"Product_Title.Suave Prof,"
"Product_Title.Suave Prof.one_Purchased_Title,"
"Product_Title.Suave Prof.one_Purchased_Title.Suave Prof,1"
"Product_Title.Suave Prof.two_Purchased_Title,"
"Product_Title.Suave Prof.two_Purchased_Title.Suave Prof,1"
"Product_Title.Suave Prof.three_Purchased_Title,"
"Product_Title.Suave Prof.three_Purchased_Title.Head and S,1"
"Product_Title.Hellmann's,"
"Product_Title.Hellmann's.one_Purchased_Title,"
"Product_Title.Hellmann's.one_Purchased_Title.Bananas, 1,1"
"Product_Title.Hellmann's.two_Purchased_Title,"
"Product_Title.Hellmann's.two_Purchased_Title.Organic Va,1"
"Product_Title.Hellmann's.three_Purchased_Title,"
"Product_Title.Hellmann's.three_Purchased_Title.Russet Pot,1"
"Product_Title.Lipton Bla,"
"Product_Title.Lipton Bla.one_Purchased_Title,"
"Product_Title.Lipton Bla.one_Purchased_Title.365 Everyd,1"
"Product_Title.Lipton Bla.two_Purchased_Title,"
"Product_Title.Lipton Bla.two_Purchased_Title.365 Everyd,1"
"Product_Title.Lipton Bla.three_Purchased_Title,"
"Product_Title.Lipton Bla.three_Purchased_Title.Bananas, 1,1"
"Product_Title.Knorr One ,"
"Product_Title.Knorr One .one_Purchased_Title,"
"Product_Title.Knorr One .one_Purchased_Title.Mission, 8,1"
"Product_Title.Knorr One .two_Purchased_Title,"
"Product_Title.Knorr One .two_Purchased_Title.Bananas, 1,1"
"Product_Title.Knorr One .three_Purchased_Title,"
"Product_Title.Knorr One .three_Purchased_Title.Just BARE ,1"
"Product_Title.Lipton Ice,"
"Product_Title.Lipton Ice.one_Purchased_Title,"
"Product_Title.Lipton Ice.one_Purchased_Title.Bananas, 1,1"
"Product_Title.Lipton Ice.two_Purchased_Title,"
"Product_Title.Lipton Ice.two_Purchased_Title.Strawberri,1"
"Product_Title.Lipton Ice.three_Purchased_Title,"
"Product_Title.Lipton Ice.three_Purchased_Title.365 Everyd,1"
"Product_Title.Best Foods,"
"Product_Title.Best Foods.one_Purchased_Title,"
"Product_Title.Best Foods.one_Purchased_Title.Strawberri,1"
"Product_Title.Best Foods.two_Purchased_Title,"
"Product_Title.Best Foods.two_Purchased_Title.Bananas, 1,1"
"Product_Title.Best Foods.three_Purchased_Title,"
"Product_Title.Best Foods.three_Purchased_Title.Green Seed,1"
"Product_Title.Knorr Home,"
"Product_Title.Knorr Home.one_Purchased_Title,"
"Product_Title.Knorr Home.one_Purchased_Title.Knorr Home,1"
"Product_Title.Knorr Home.two_Purchased_Title,"
"Product_Title.Knorr Home.two_Purchased_Title.Knorr Home,1"
"Product_Title.Knorr Home.three_Purchased_Title,"
"Product_Title.Knorr Home.three_Purchased_Title.Premium Sa,1"
"Product_Title.Nexxus Col,"
"Product_Title.Nexxus Col.one_Purchased_Title,"
"Product_Title.Nexxus Col.one_Purchased_Title.Nexxus Col,1"
"Product_Title.Nexxus Col.two_Purchased_Title,"
"Product_Title.Nexxus Col.two_Purchased_Title.Nexxus Pro,1"
"Product_Title.Nexxus Col.three_Purchased_Title,"
"Product_Title.Nexxus Col.three_Purchased_Title.Happy Birt,1"
"Product_Title.Suave Skin,"
"Product_Title.Suave Skin.one_Purchased_Title,"
"Product_Title.Suave Skin.one_Purchased_Title.Bananas, 1,1"
"Product_Title.Suave Skin.two_Purchased_Title,"
"Product_Title.Suave Skin.two_Purchased_Title.Gerber Org,1"
"Product_Title.Suave Skin.three_Purchased_Title,"
"Product_Title.Suave Skin.three_Purchased_Title.Green Bell,1"
"Product_Title.Knorr Boui,"
"Product_Title.Knorr Boui.one_Purchased_Title,"
"Product_Title.Knorr Boui.one_Purchased_Title.Bananas, 1,1"
"Product_Title.Knorr Boui.two_Purchased_Title,"
"Product_Title.Knorr Boui.two_Purchased_Title.Red Raspbe,1"
"Product_Title.Knorr Boui.three_Purchased_Title,"
"Product_Title.Knorr Boui.three_Purchased_Title.Strawberri,1"
"Product_Title.Nexxus Dia,"
"Product_Title.Nexxus Dia.one_Purchased_Title,"
"Product_Title.Nexxus Dia.one_Purchased_Title.Nexxus Dia,1"
"Product_Title.Nexxus Dia.two_Purchased_Title,"
"Product_Title.Nexxus Dia.two_Purchased_Title.Nexxus Com,1"
"Product_Title.Nexxus Dia.three_Purchased_Title,"
"Product_Title.Nexxus Dia.three_Purchased_Title.Nexxus Hum,1"
"Product_Title.Suave Prof,"
"Product_Title.Suave Prof.one_Purchased_Title,"
"Product_Title.Suave Prof.one_Purchased_Title.Suave Prof,1"
"Product_Title.Suave Prof.two_Purchased_Title,"
"Product_Title.Suave Prof.two_Purchased_Title.Bananas, 1,1"
"Product_Title.Suave Prof.three_Purchased_Title,"
"Product_Title.Suave Prof.three_Purchased_Title.Strawberri,1"
"Product_Title.Knorr Fies,"
"Product_Title.Knorr Fies.one_Purchased_Title,"
"Product_Title.Knorr Fies.one_Purchased_Title.Mission, 8,1"
"Product_Title.Knorr Fies.two_Purchased_Title,"
"Product_Title.Knorr Fies.two_Purchased_Title.Bananas, 1,1"
"Product_Title.Knorr Fies.three_Purchased_Title,"
"Product_Title.Knorr Fies.three_Purchased_Title.Amazon Bra,1"
"Product_Title.Dove Nutri,"
"Product_Title.Dove Nutri.one_Purchased_Title,"
"Product_Title.Dove Nutri.one_Purchased_Title.Dove Nutri,1"
"Product_Title.Dove Nutri.two_Purchased_Title,"
"Product_Title.Dove Nutri.two_Purchased_Title.Bananas, 1,1"
"Product_Title.Dove Nutri.three_Purchased_Title,"
"Product_Title.Dove Nutri.three_Purchased_Title.Strawberri,1"
"Product_Title.Best Foods,"
"Product_Title.Best Foods.one_Purchased_Title,"
"Product_Title.Best Foods.one_Purchased_Title.Bananas, 1,1"
"Product_Title.Best Foods.two_Purchased_Title,"
"Product_Title.Best Foods.two_Purchased_Title.Hass Avoca,1"
"Product_Title.Best Foods.three_Purchased_Title,"
"Product_Title.Best Foods.three_Purchased_Title.Strawberri,1"
"Product_Title.ApotheCARE,"
"Product_Title.ApotheCARE.one_Purchased_Title,"
"Product_Title.ApotheCARE.one_Purchased_Title.ApotheCARE,1"
"Product_Title.ApotheCARE.two_Purchased_Title,"
"Product_Title.ApotheCARE.two_Purchased_Title.ApotheCARE,1"
"Product_Title.ApotheCARE.three_Purchased_Title,"
"Product_Title.ApotheCARE.three_Purchased_Title.ApotheCARE,1"
"Product_Title.TRESemmé C,"
"Product_Title.TRESemmé C.one_Purchased_Title,"
"Product_Title.TRESemmé .one_Purchased_Title.TRESemmé ,1"
"Product_Title.TRESemmé C.two_Purchased_Title,"
"Product_Title.TRESemmé .two_Purchased_Title.Lucky Char,1"
"Product_Title.TRESemmé C.three_Purchased_Title,"
"Product_Title.TRESemmé .three_Purchased_Title.Q-tips Cot,1"
"Product_Title.Dove Derma,"
"Product_Title.Dove Derma.one_Purchased_Title,"
"Product_Title.Dove Derma.one_Purchased_Title.Dove Derma,1"
"Product_Title.Dove Derma.two_Purchased_Title,"
"Product_Title.Dove Derma.two_Purchased_Title.Dove Derma,1"
"Product_Title.Dove Derma.three_Purchased_Title,"
"Product_Title.Dove Derma.three_Purchased_Title.Dove Derma,1"
"Product_Title.Seventh Ge,"
"Product_Title.Seventh Ge.one_Purchased_Title,"
"Product_Title.Seventh Ge.one_Purchased_Title.Seventh Ge,1"
"Product_Title.Seventh Ge.two_Purchased_Title,"
"Product_Title.Seventh Ge.two_Purchased_Title.Seventh Ge,1"
"Product_Title.Seventh Ge.three_Purchased_Title,"
"Product_Title.Seventh Ge.three_Purchased_Title.Seventh Ge,1"
"Product_Title.Dove Oxyge,"
"Product_Title.Dove Oxyge.one_Purchased_Title,"
"Product_Title.Dove Oxyge.one_Purchased_Title.Dove Nutri,1"
"Product_Title.Dove Oxyge.two_Purchased_Title,"
"Product_Title.Dove Oxyge.two_Purchased_Title.Dove Nutri,1"
"Product_Title.Dove Oxyge.three_Purchased_Title,"
"Product_Title.Dove Oxyge.three_Purchased_Title.Rice Chex ,1"
"Product_Title.Suave 3-in,"
"Product_Title.Suave 3-in.one_Purchased_Title,"
"Product_Title.Suave 3-in.one_Purchased_Title.Strawberri,1"
"Product_Title.Suave 3-in.two_Purchased_Title,"
"Product_Title.Suave 3-in.two_Purchased_Title.Amazon Bra,1"
"Product_Title.Suave 3-in.three_Purchased_Title,"
"Product_Title.Suave 3-in.three_Purchased_Title.Bananas, 1,1"
"Product_Title.Knorr Past,"
"Product_Title.Knorr Past.one_Purchased_Title,"
"Product_Title.Knorr Past.one_Purchased_Title.Knorr Rice,1"
"Product_Title.Knorr Past.two_Purchased_Title,"
"Product_Title.Knorr Past.two_Purchased_Title.Knorr Ital,1"
"Product_Title.Knorr Past.three_Purchased_Title,"
"Product_Title.Knorr Past.three_Purchased_Title.Pasta Roni,1"
"Product_Title.Lipton Sou,"
"Product_Title.Lipton Sou.one_Purchased_Title,"
"Product_Title.Lipton Sou.one_Purchased_Title.Lipton Sou,1"
"Product_Title.Lipton Sou.two_Purchased_Title,"
"Product_Title.Lipton Sou.two_Purchased_Title.Kershaw Bl,1"
"Product_Title.Lipton Sou.three_Purchased_Title,"
"Product_Title.Lipton Sou.three_Purchased_Title.Richards H,1"
"Product_Title.Seventh Ge,"
"Product_Title.Seventh Ge.one_Purchased_Title,"
"Product_Title.Seventh Ge.one_Purchased_Title.Seventh Ge,1"
"Product_Title.Seventh Ge.two_Purchased_Title,"
"Product_Title.Seventh Ge.two_Purchased_Title.Evian Natu,1"
"Product_Title.Seventh Ge.three_Purchased_Title,"
"Product_Title.Seventh Ge.three_Purchased_Title.Del Monte ,1"
"Product_Title.Dove Beaut,"
"Product_Title.Dove Beaut.one_Purchased_Title,"
